ID;name;height_cm;weight_kg;overall;potential;pac;sho;pas;dri;def;phy;crossing;finishing;heading_accuracy;short_passing;volleys;dribbling;curve;free_kick_accuracy;long_passing;ball_control;acceleration;sprint_speed;agility;reactions;balance;shot_power;jumping;stamina;strength;long_shots;aggression;interceptions;positioning;vision;penalties;composure;marking;standing_tackle;sliding_tackle;gk_diving;gk_handling;gk_kicking;gk_positioning;gk_reflexes
203215;A. Cairns;183;72;64;69;62;60;57;65;48;63;12;11;11;11;13;12;14;12;11;13;49;48;43;66;60;27;41;21;39;13;39;15;11;16;22;24;12;11;11;62;60;57;63;65
223951;K. Achahbar;182;70;64;74;74;66;53;67;18;47;49;70;59;60;55;68;50;50;48;68;76;72;71;50;57;65;30;48;43;63;61;13;59;48;60;64;15;11;12;10;9;6;14;8
228815;T. Roberts;180;75;64;82;78;62;51;64;25;62;48;64;57;58;58;64;49;42;40;63;76;80;66;58;69;58;60;68;70;58;34;21;60;53;72;61;22;23;18;12;8;13;9;13
222160;Y. Koné;174;70;64;73;74;34;52;64;60;66;59;30;53;60;28;65;47;40;48;60;73;74;70;62;74;36;56;71;64;34;67;58;50;39;43;52;59;63;64;14;14;10;14;9
236496;M. Guendouzi;180;68;64;76;65;54;65;64;62;58;63;49;60;69;47;62;66;42;67;65;67;63;66;60;68;63;68;62;49;62;72;63;49;62;49;59;61;64;59;6;13;6;13;11
223441;O. Sidibé;178;76;64;64;71;31;53;59;62;69;65;26;49;59;32;57;31;31;58;59;73;69;64;53;67;32;71;62;73;32;68;65;51;37;39;56;62;63;65;14;12;10;8;10
164561;C. Barrett;180;81;64;64;53;63;53;60;35;66;44;62;64;59;60;58;59;55;45;64;54;53;53;63;65;69;65;51;74;57;65;40;67;54;63;64;32;27;26;8;14;7;15;12
187345;Cho Dong Gun;180;75;64;64;77;58;55;59;25;68;50;56;65;56;60;58;47;37;55;58;76;78;54;65;70;63;74;69;70;53;60;34;68;63;66;56;12;21;16;9;11;16;8;16
187857;G. Sandomierski;196;86;64;66;58;63;67;67;44;63;23;12;16;51;12;21;14;35;43;28;45;44;52;60;58;21;71;42;72;13;23;22;13;46;17;52;14;18;13;58;63;67;63;67
210898;A. Al Fahad;177;69;64;69;70;52;47;49;62;73;31;54;64;57;36;43;38;33;58;46;67;73;74;61;66;53;81;71;80;52;56;64;39;43;61;45;60;62;57;6;10;11;8;16
204499;R. Inniss;196;84;64;71;49;33;42;38;61;77;28;26;66;54;33;31;41;36;46;51;47;50;31;53;31;49;63;62;87;31;76;60;27;34;42;54;59;61;60;7;13;15;14;10
221651;Ahn Yong Woo;177;69;64;65;75;59;63;65;35;59;67;61;41;64;52;63;56;52;62;65;77;73;76;58;74;60;60;76;57;58;42;32;58;60;49;67;35;36;31;15;7;12;14;14
177875;J. Salze;185;83;64;64;31;26;45;34;64;73;21;14;62;54;25;20;41;40;57;47;31;31;40;67;49;46;57;65;83;27;63;59;29;44;43;64;65;67;61;13;16;12;16;8
192979;T. Sørensen;187;83;64;64;57;32;40;45;63;75;26;30;63;50;33;40;46;27;39;49;44;67;50;59;40;44;59;75;82;25;63;65;23;38;44;65;60;63;64;11;10;12;11;10
140244;Y. Urbina;185;80;64;64;65;59;62;66;45;64;12;12;13;21;13;21;13;12;31;21;47;44;61;63;65;21;63;36;55;18;44;24;11;23;21;57;14;11;13;65;59;62;64;66
213204;S. Lundholm;180;73;64;69;76;49;60;70;40;52;65;44;45;61;57;68;66;61;50;69;79;74;86;54;80;48;55;62;51;58;42;43;52;58;45;53;40;39;34;14;14;15;8;6
224724;T. Bingöl;180;74;64;68;81;58;59;63;31;57;65;59;44;62;52;64;60;49;54;63;79;82;55;58;65;64;42;64;58;50;50;26;58;52;64;40;33;28;27;7;7;6;7;15
195540;A. Abbas;170;70;64;64;77;57;62;64;58;77;58;56;44;65;57;62;60;61;63;65;77;77;72;61;73;59;39;81;82;55;69;60;58;62;66;51;59;61;57;16;16;11;13;15
204501;D. Leadbitter;183;76;64;65;90;36;51;57;59;68;55;40;59;57;29;55;50;39;45;55;89;90;79;55;53;39;73;77;68;27;54;56;36;42;40;48;58;61;60;11;9;9;6;12
221141;A. Bakayoko;193;85;64;71;74;60;51;63;27;77;53;62;58;57;53;64;38;35;39;63;68;79;65;56;46;69;55;74;80;52;78;27;59;53;52;58;17;28;18;14;8;13;9;13
222165;E. Hansson;172;64;64;79;75;48;60;71;23;47;62;46;30;67;42;70;62;47;41;70;78;72;82;48;87;57;71;54;48;38;32;19;60;65;54;64;21;24;30;11;10;8;11;9
228309;Montoro;181;80;64;71;57;31;49;43;67;61;56;24;65;60;30;30;37;38;35;55;57;57;55;61;63;43;76;63;60;29;56;63;32;38;45;52;63;72;69;15;9;16;8;7
204502;M. Ingram;190;82;64;72;68;63;60;65;36;64;19;13;17;19;12;12;11;14;32;24;33;39;56;52;28;24;57;18;57;13;16;11;10;23;18;47;18;11;11;68;63;60;64;65
213206;B. Stuver;191;81;64;68;67;64;62;64;46;62;13;17;17;24;19;16;13;16;18;18;49;44;48;54;50;15;55;32;75;15;15;17;13;17;25;24;19;17;16;67;64;62;62;64
215510;A. Gasilin;185;80;64;75;69;64;51;58;25;64;50;64;61;56;53;56;58;45;47;59;69;69;57;60;65;70;68;62;70;61;49;29;64;45;65;63;17;19;18;15;14;11;9;15
192470;O. Bonnes;187;73;64;64;67;48;62;57;66;74;54;39;66;69;34;54;37;40;65;57;68;67;67;63;68;64;64;74;75;59;75;68;55;67;36;54;65;68;63;16;12;14;7;11
208087;Ayala;184;76;64;67;71;34;55;50;61;69;61;27;64;66;33;36;45;34;53;62;70;71;71;57;59;46;78;67;69;38;70;60;32;38;42;57;63;57;65;14;10;7;11;16
210647;F. Møller;180;75;64;69;70;51;61;61;58;67;67;51;53;61;54;59;69;61;60;58;68;72;67;68;70;63;70;71;73;42;46;61;42;52;42;54;54;63;58;9;8;8;10;11
226775;J. Chapman;183;71;64;70;61;55;61;67;52;68;49;52;55;66;54;67;62;52;61;68;64;58;62;66;67;59;69;70;67;55;69;52;62;64;56;63;49;54;47;12;9;13;12;9
231383;Y. Aygün;193;86;64;69;65;64;59;65;47;63;12;8;11;27;6;12;10;10;25;16;45;48;40;54;29;17;54;30;75;9;24;14;8;25;13;29;7;14;13;65;64;59;63;65
232407;U. Hassan Sale;179;69;64;76;86;56;56;62;48;71;49;57;50;62;33;60;46;39;57;64;88;85;64;59;70;61;63;75;70;57;69;46;54;58;47;55;40;56;53;11;14;8;9;6
203224;C. Good;187;85;64;71;55;35;52;48;64;65;42;31;63;66;35;38;35;26;54;59;58;53;57;57;54;39;65;55;76;36;51;55;36;49;46;53;66;68;64;10;8;7;14;8
204504;F. Lewis;180;75;64;67;86;58;58;67;61;62;58;57;61;62;61;67;54;21;61;64;85;87;77;62;72;66;74;52;64;54;66;66;60;60;54;57;58;62;57;6;14;13;7;11
142808;D. Vega;178;72;64;64;57;61;65;67;44;58;67;59;42;67;36;66;62;65;64;69;64;52;66;67;67;66;64;52;58;65;65;54;66;60;59;66;39;45;40;10;6;13;15;6
213464;S. Karlsson;178;81;64;64;70;40;61;64;58;68;69;34;53;61;42;63;62;48;60;62;67;72;66;62;74;44;77;82;64;48;56;63;42;58;41;59;58;58;56;11;10;10;10;13
155352;Kim Seung Yong;181;75;64;64;63;64;67;62;46;55;70;65;53;64;34;63;76;78;66;63;67;59;57;63;61;68;57;61;56;63;46;47;62;65;67;63;37;50;47;14;12;9;14;11
221912;Kang Hyeon Mu;185;78;64;74;63;65;60;69;45;64;14;16;19;29;12;20;19;19;22;18;42;47;32;50;56;20;50;27;62;13;25;23;15;49;25;50;17;20;15;63;65;60;64;69
223960;I. Buckley-Ricketts;175;68;64;77;80;54;52;70;25;50;62;58;45;56;52;70;41;28;38;69;84;77;83;57;72;55;51;59;48;46;42;19;53;53;58;64;23;24;22;15;11;16;8;13
207833;Leonardo;189;77;64;70;62;62;62;68;44;62;17;7;13;34;6;14;18;15;26;8;40;48;38;62;51;29;54;45;61;13;18;23;9;15;28;27;17;17;16;62;62;62;62;68
208857;F. Bong;187;91;64;64;54;23;45;37;62;76;38;18;66;57;30;33;24;29;55;36;53;55;45;57;52;35;71;70;92;18;47;59;30;31;35;55;62;61;64;10;13;14;7;6
209625;L. Verna;181;78;64;71;62;47;60;59;52;64;39;46;52;70;39;57;42;41;68;58;60;64;63;62;66;50;56;74;63;48;58;64;58;65;42;64;40;56;53;5;14;7;7;11
227289;H. Canchimbo;166;64;64;65;71;29;60;63;59;54;71;29;55;59;27;62;31;66;54;58;68;73;74;62;80;21;72;74;39;27;60;56;65;60;32;57;60;61;63;11;12;7;16;6
232409;S. Obu;189;86;64;70;71;31;39;44;62;77;32;24;61;47;29;35;37;26;43;60;73;70;39;55;34;43;41;66;91;33;64;59;33;33;36;47;58;66;64;10;10;10;10;10
227802;J. Barišić;186;80;64;64;52;65;51;59;30;72;51;67;67;57;59;58;48;33;51;63;63;43;54;58;59;64;73;78;74;61;57;31;64;48;66;69;19;32;22;7;10;7;14;12
239834;I. Mbombo;182;72;64;72;78;62;57;64;16;64;62;66;47;60;57;64;53;49;57;63;79;77;71;59;62;64;73;67;75;55;28;17;58;52;56;62;11;12;10;6;9;15;8;14
211931;F. Aird;174;70;64;68;85;55;59;64;58;62;65;50;50;60;49;62;65;35;55;62;85;85;74;55;76;64;60;78;50;58;70;60;55;61;49;55;57;59;57;8;8;11;10;9
212443;S. Pasa;184;85;64;69;54;43;44;47;64;63;36;41;55;53;41;38;40;41;43;57;55;54;51;57;66;48;72;46;70;42;64;65;46;38;44;60;65;66;63;16;16;7;14;10
213211;K. Sylwestrzak;188;76;64;64;76;40;53;58;63;69;62;35;57;59;40;56;51;29;59;57;74;77;72;54;56;60;68;68;74;29;58;60;51;35;39;58;65;65;64;10;9;10;7;13
239323;D. Eckert;181;79;64;74;57;64;46;57;22;61;35;68;67;59;59;59;45;50;37;55;62;52;51;62;61;62;64;57;78;60;25;18;64;41;59;57;17;15;16;9;6;10;14;14
176347;Jung In Whan;187;86;64;64;63;36;48;54;62;73;39;36;65;56;32;57;36;34;53;56;68;58;35;62;40;36;60;71;80;35;63;63;45;47;38;50;61;61;60;13;16;12;14;11
210652;B. Magaña;186;87;64;71;62;66;58;61;54;63;19;18;13;29;18;15;19;19;27;22;53;55;28;62;53;19;61;26;68;12;35;22;14;25;22;56;20;13;13;62;66;58;63;61
201949;K. Ojo;192;82;64;64;68;63;51;54;32;79;52;63;68;51;56;57;52;44;48;56;65;70;31;62;54;69;71;69;84;58;80;45;62;54;62;56;24;23;20;12;10;7;11;13
203741;T. Delaine;180;70;64;69;69;43;56;60;62;64;63;37;62;58;28;60;51;39;53;61;68;69;55;56;63;55;80;69;62;46;60;61;52;53;45;56;61;63;64;15;11;14;10;10
209885;M. Duke;186;84;64;64;79;67;57;64;38;65;56;65;58;65;56;64;43;51;59;62;80;79;75;54;62;76;82;65;75;66;36;26;61;48;60;60;38;41;35;6;8;11;13;13
212445;I. Donkor;181;70;64;72;81;35;44;60;63;69;36;39;55;60;25;55;37;33;49;64;81;81;73;57;61;36;80;70;71;26;62;63;32;25;44;56;62;67;65;5;9;9;10;5
213982;C. Mancilla;184;72;64;70;71;43;41;50;65;70;48;42;66;48;60;44;23;22;39;50;75;67;68;63;68;52;73;79;67;36;65;78;24;33;38;54;61;64;49;10;15;10;9;11
228318;H. Chapman;172;70;64;82;74;56;60;66;31;58;56;57;45;62;59;68;52;48;58;63;76;72;71;54;72;56;59;65;58;52;50;30;58;66;54;57;28;29;32;14;11;13;11;13
193758;B. Pintol;188;84;64;64;71;60;58;66;36;76;57;56;60;64;56;64;54;60;40;68;69;73;71;60;62;65;72;82;77;62;66;46;62;63;67;66;22;37;35;6;9;11;6;13
202975;Cho Ji Hun;189;81;64;64;54;65;63;63;46;61;58;63;54;67;45;64;55;66;60;63;61;49;67;67;45;67;68;64;61;73;57;56;59;63;66;62;43;42;34;11;12;15;6;12
216799;G. Di Chiara;185;80;64;69;68;33;53;59;62;68;59;23;58;62;29;57;28;30;60;62;66;69;58;56;59;54;70;68;70;33;62;59;44;37;34;68;58;66;67;8;11;11;7;14
232671;L. Putaro;187;77;64;76;63;64;44;58;27;66;37;68;67;53;55;57;52;40;34;59;64;63;57;57;63;64;60;63;75;57;49;23;60;44;61;47;18;28;20;13;11;5;7;5
237023;Y. Merdji;174;72;64;71;70;67;54;64;17;62;56;69;51;54;61;66;39;30;49;57;70;70;76;60;75;69;77;62;59;63;67;16;61;65;61;60;11;15;13;9;14;8;7;10
184543;J. Thiesson;178;72;64;64;58;52;61;57;64;66;64;52;59;64;41;54;47;53;64;59;54;61;60;60;72;60;74;76;58;42;69;58;57;56;60;58;66;67;61;8;12;6;9;6
200928;O. Banks;190;75;64;67;59;61;63;63;48;70;54;58;50;66;59;62;63;62;65;65;60;59;65;57;70;68;65;80;68;65;66;52;59;66;52;43;45;46;50;14;14;8;15;14
202464;J. Clark;183;73;64;65;80;54;60;66;44;61;60;54;55;61;57;63;63;56;59;62;81;80;92;57;72;55;57;70;58;56;57;48;58;61;41;56;40;44;41;10;16;8;7;10
221664;W. Cartagena;175;72;64;75;69;46;57;62;64;63;48;40;60;67;39;59;59;47;59;61;72;67;78;56;81;59;74;59;60;40;74;65;65;50;50;54;61;67;61;15;13;8;8;14
223968;V. Vasic;186;80;64;66;68;51;67;68;44;66;17;19;18;27;21;20;13;20;19;19;41;47;32;59;54;23;54;25;59;21;18;23;18;39;28;26;14;19;21;68;51;67;66;68
233184;K. Tribbett;188;77;64;65;63;24;44;36;63;67;24;23;64;59;24;26;28;29;63;42;56;68;48;62;52;32;72;65;69;17;65;62;25;29;34;66;64;62;60;14;13;8;14;9
237024;G. Itter;185;72;64;84;68;41;61;63;62;60;68;40;60;64;31;64;63;49;61;62;68;68;67;57;62;44;54;65;58;37;58;61;57;49;41;46;61;64;62;10;14;13;7;12
172256;Bengoa;176;74;64;72;60;50;66;65;36;50;63;44;42;64;44;64;71;62;65;68;63;57;62;56;71;47;46;53;52;63;43;29;61;72;61;57;37;38;32;12;11;15;8;12
204257;A. Todorovski;179;76;64;64;62;43;54;61;64;70;58;40;59;61;40;58;40;31;55;62;71;54;67;66;72;56;79;67;69;37;73;60;47;46;41;62;65;67;66;15;10;6;15;16
148705;E. Mjelde;180;74;64;64;65;65;61;65;58;66;63;61;67;64;67;63;58;70;56;66;64;66;74;63;70;74;83;75;66;65;49;57;64;58;71;71;60;54;52;8;16;10;10;8
166113;D. Buchanan;173;67;64;64;63;42;57;63;63;69;61;37;48;58;36;62;50;45;60;58;64;62;71;60;81;54;76;76;65;45;69;61;38;52;45;63;63;67;66;9;15;9;15;11
232929;M. Mihara;175;67;64;64;61;46;56;59;66;70;42;44;65;64;26;53;33;39;69;65;63;60;56;66;73;40;76;84;60;63;78;67;47;55;41;52;66;67;65;14;7;6;6;6
210914;F. Rosso;185;83;64;64;43;28;28;34;66;73;25;25;61;31;24;30;26;27;26;36;41;44;37;57;36;40;45;60;82;21;72;64;25;28;34;66;67;66;67;14;13;16;11;9
216802;J. Kaprof;169;70;64;72;71;63;53;67;26;67;37;64;59;61;48;69;49;40;54;63;73;70;70;59;82;61;61;59;73;63;63;21;65;56;68;57;24;23;15;13;8;13;11;9
227554;Y. Tanaka;181;77;64;64;69;31;56;63;63;66;55;21;57;63;26;62;49;34;55;65;71;67;68;55;65;50;56;76;67;30;54;62;53;55;34;63;66;64;63;16;13;15;16;14
232162;S. Ugarković;187;79;64;70;58;42;57;60;63;71;53;36;59;64;35;60;48;31;61;62;64;53;55;57;65;56;61;74;73;44;64;62;54;52;32;58;66;62;60;13;10;12;14;10
236258;N. Loyola;175;64;64;68;69;50;61;63;60;53;66;53;62;67;48;62;39;40;64;62;70;69;61;60;78;53;52;81;49;40;30;43;52;55;51;59;66;62;65;6;12;6;14;11
192738;M. Sans;191;86;64;64;44;35;51;42;64;67;41;32;67;65;32;38;51;42;64;52;46;43;31;53;31;45;51;67;70;39;65;63;19;29;26;62;63;66;60;8;12;16;15;15
204515;S. Sama;188;87;64;69;59;25;34;41;62;73;32;18;65;41;15;29;31;32;31;52;55;63;55;54;50;43;65;53;81;22;80;54;29;29;33;55;63;67;60;7;12;15;7;11
232419;D. Kılıç;177;72;64;75;68;51;63;69;59;63;59;45;58;70;35;70;59;41;67;70;69;68;68;55;67;61;63;69;61;55;62;49;52;59;54;52;59;65;63;7;15;10;9;10
237283;G. Reniero;188;79;64;74;66;65;54;61;23;66;53;67;61;59;52;62;61;51;49;59;64;67;59;60;58;65;68;68;74;65;41;23;56;49;59;51;17;17;18;13;13;7;10;15
238563;D. Wiebe;187;78;64;67;55;41;51;58;62;69;40;30;61;60;39;53;30;40;58;62;52;57;65;63;58;56;57;76;70;50;61;67;36;51;43;60;61;63;57;7;6;6;11;7
190435;Tomeu Nadal;187;82;64;65;60;66;63;63;39;65;12;14;18;14;14;12;18;16;13;23;40;38;31;59;33;14;64;32;41;17;20;15;6;26;23;21;12;13;12;60;66;63;65;63
199908;F. Brown Forbes;189;87;64;67;70;61;53;63;61;70;63;65;59;56;41;66;39;49;47;60;68;71;58;63;54;60;67;70;74;62;59;55;52;45;56;60;62;63;64;12;16;8;14;8
224996;F. Belli;179;70;64;72;74;23;46;51;62;60;58;14;55;52;13;44;52;41;41;56;72;76;63;53;58;43;66;75;58;23;47;64;19;27;34;59;65;58;66;13;12;6;14;8
234212;Y. Bavin;174;70;64;74;57;52;53;61;62;67;41;50;43;66;50;59;42;44;59;57;56;58;71;67;77;67;75;79;68;48;45;66;46;42;37;53;65;62;64;10;14;11;7;8
199141;J. Grønner;183;80;64;71;54;37;54;55;63;67;46;31;64;61;35;50;42;42;63;62;54;54;60;53;57;48;73;58;72;37;64;60;34;51;43;53;63;65;62;7;10;10;12;16
209637;M. Modolo;186;82;64;64;66;32;41;47;60;74;40;21;75;54;27;40;22;26;45;50;63;68;64;56;51;54;74;71;80;34;63;52;40;27;38;59;58;63;61;8;5;7;6;15
225253;H. Artarslan;190;84;64;67;58;50;53;54;63;72;43;50;63;65;45;52;46;42;58;60;51;64;46;64;51;59;61;69;77;43;66;66;44;42;59;49;57;68;57;15;13;11;16;10
233957;S. Field;185;65;64;81;60;49;63;62;52;63;50;41;63;76;47;61;49;47;73;63;65;56;56;62;76;68;58;71;58;44;69;50;55;55;54;57;45;54;61;12;9;7;13;10
237541;Pedrosa;185;70;64;76;62;47;64;64;56;66;50;37;53;73;46;65;50;41;70;67;64;60;54;59;61;64;64;70;65;50;64;55;58;65;52;59;54;60;55;13;12;10;13;9
177893;N. Rutjes;182;73;64;64;44;52;59;64;64;67;59;45;59;64;48;63;51;40;59;65;49;40;67;65;65;62;56;73;57;53;85;63;63;58;54;69;62;68;68;11;7;12;6;8
202214;C. Korb;175;73;64;64;71;48;58;61;65;64;54;44;54;61;54;57;51;48;61;59;66;75;79;60;75;52;50;63;65;51;64;67;50;57;46;56;68;65;64;11;8;15;11;11
239846;P. Tsintotas;192;90;64;72;64;62;60;67;30;59;13;10;14;20;10;11;13;15;27;16;35;25;37;62;30;23;50;32;70;10;36;10;10;25;12;32;10;11;12;64;62;60;59;67
200423;N. Hengelman;186;88;64;66;60;61;69;66;44;66;12;14;13;25;14;12;13;11;18;22;49;40;35;56;37;13;57;32;32;14;30;13;16;13;26;27;11;17;11;60;61;69;66;66
203239;Caio;192;88;64;66;58;62;65;65;53;67;15;15;12;37;18;14;12;15;36;20;55;51;53;64;28;23;59;35;63;13;30;26;15;52;17;36;12;17;17;58;62;65;67;65
219623;L. Rolón;171;70;64;74;77;39;64;68;50;63;64;31;55;65;32;67;70;62;64;66;76;78;76;62;76;30;79;63;61;63;66;59;54;61;45;53;47;46;48;14;10;11;13;13
225255;S. Abalo;180;72;64;71;64;33;54;56;63;71;53;27;52;64;27;54;36;42;61;56;61;66;62;58;67;42;85;75;69;31;66;64;42;41;47;63;62;66;69;9;13;8;8;12
228839;M. Kuzmin;178;75;64;71;65;60;62;66;52;64;53;58;54;70;52;65;60;62;66;68;67;63;65;60;71;65;56;63;65;64;65;58;60;53;55;57;44;53;54;6;10;11;12;12
231655;F. Fendrich;175;77;64;64;58;40;58;61;56;79;58;30;52;61;35;58;32;38;60;62;56;59;59;63;79;61;68;78;79;41;81;65;56;64;38;59;53;53;55;11;14;5;8;6
202728;D. Bowles;189;84;64;66;67;38;54;56;64;68;54;36;58;61;30;54;37;40;51;55;66;68;61;58;62;43;67;72;69;34;61;66;54;53;42;58;63;66;63;14;13;13;14;8
224488;F. Soyalp;175;73;64;72;66;58;64;68;49;59;59;54;50;67;60;68;64;50;64;68;65;67;72;57;68;66;62;65;60;59;49;48;61;66;51;58;45;53;46;8;7;13;7;16
230888;A. O'Neill;178;70;64;80;65;54;62;65;53;63;53;51;45;68;49;63;58;42;65;66;66;65;69;60;71;61;65;72;61;56;58;58;53;62;49;70;51;55;49;10;15;7;12;9
232680;A. Al Qahtani;171;65;64;68;76;59;59;67;36;55;56;57;26;67;54;69;41;57;65;67;79;74;77;47;52;68;32;61;59;62;45;48;55;50;47;45;35;33;32;15;11;12;9;9
213993;F. Forte;187;75;64;68;62;64;41;65;22;59;35;68;63;47;51;67;33;29;35;64;60;63;58;56;64;62;70;56;72;56;27;20;68;46;67;63;17;18;12;9;12;9;13;12
220649;S. Vecchia;182;78;64;72;76;53;59;67;27;58;60;52;32;64;46;67;64;36;46;66;79;73;76;51;69;63;55;64;59;50;49;31;59;62;40;66;19;30;26;11;12;6;14;14
222697;Han Seok Jong;186;78;64;69;54;47;60;59;59;71;46;38;59;65;43;56;48;46;62;62;51;56;63;63;63;60;71;83;67;55;68;65;47;69;38;49;57;59;57;10;15;9;16;7
225769;G. Dobson;185;75;64;76;68;45;57;63;58;67;36;40;45;66;22;60;31;26;65;64;67;68;72;58;75;62;64;66;67;43;67;61;59;69;32;67;56;62;56;9;9;13;11;7
172265;I. Osbourne;188;79;64;64;69;52;60;62;63;77;51;45;66;66;55;59;41;39;66;63;67;70;69;60;65;66;56;80;81;57;70;67;45;62;45;72;59;64;63;10;6;14;6;10
173033;M. Fofana;182;77;64;64;54;37;50;43;63;65;43;33;67;59;36;31;29;30;57;56;54;54;41;60;64;49;53;54;70;31;71;62;38;47;51;57;64;63;59;16;15;13;10;14
187113;L. Krogh Gerson;187;76;64;65;57;52;63;64;53;74;60;41;56;65;49;62;58;62;64;67;58;56;66;64;56;72;57;77;71;54;80;58;52;65;64;67;47;55;49;14;9;14;9;16
211690;G. Andonian;185;74;64;69;46;32;48;39;64;67;52;25;60;57;28;33;29;37;48;45;36;54;36;58;47;44;64;56;75;29;62;61;43;36;43;60;66;67;63;10;7;9;11;9
220650;M. Lorenzen;188;86;64;71;86;63;53;66;33;65;57;65;48;55;53;69;55;47;50;67;85;87;60;50;53;73;64;62;75;54;44;28;54;51;64;63;29;35;36;12;13;7;6;15
225258;Borja;175;67;64;70;72;35;49;59;62;68;61;31;54;56;30;59;53;37;29;53;72;72;62;61;83;48;72;70;66;29;71;65;44;41;46;56;59;63;67;15;10;12;10;11
234474;J. Mensah;169;68;64;72;76;57;56;67;25;58;61;60;33;58;46;69;68;31;39;60;79;73;77;59;85;62;86;60;56;48;53;21;63;63;51;60;26;26;20;12;10;5;9;5
237034;J. Hernández;175;79;64;77;80;62;56;63;33;60;58;64;58;61;50;63;43;36;55;61;82;79;70;63;70;65;65;74;62;61;36;23;60;55;44;56;31;33;37;9;11;11;9;6
240106;E. García;178;76;64;69;83;64;49;63;21;56;39;67;56;61;58;64;49;38;33;59;82;83;73;56;69;59;64;61;57;62;44;20;63;55;66;53;18;17;13;12;13;15;14;11
112362;F. Zoko;183;75;64;64;71;62;57;63;38;72;58;63;61;52;58;62;63;62;55;61;70;72;72;64;73;59;65;72;77;59;59;42;65;62;69;56;49;24;18;16;16;14;6;11
221675;C. Mosquera;164;66;64;65;82;55;55;66;40;64;43;59;49;63;43;65;38;38;57;61;83;81;78;66;81;54;57;76;61;52;58;49;65;60;39;52;31;41;37;16;10;15;10;9
232171;M. Vázquez;174;71;64;71;69;53;58;67;32;49;46;52;43;62;36;67;44;43;59;61;73;65;79;65;77;50;50;58;48;68;39;19;50;69;43;54;33;34;37;9;11;13;11;9
189163;A. MacDonald;170;72;64;64;72;60;57;66;43;78;57;60;54;58;55;63;56;54;55;65;69;74;73;59;89;66;78;83;75;56;80;40;61;60;60;55;31;52;50;12;14;8;8;9
191979;Jeong Jun Yeon;178;70;64;66;69;40;57;50;65;71;59;36;47;65;31;45;31;34;64;47;67;71;69;58;78;41;79;85;74;45;46;68;65;47;27;50;64;69;65;12;15;7;9;16
210156;O. Abdulaziz;169;75;64;64;66;42;57;54;62;70;46;32;67;69;34;46;50;48;66;59;67;65;75;60;65;58;58;73;72;48;66;62;44;46;44;50;59;62;64;11;7;14;6;14
220908;A. Kawaya;173;82;64;75;78;58;58;69;42;66;60;56;39;63;51;69;48;49;56;67;77;78;72;58;83;73;75;41;78;53;63;51;57;55;51;55;38;41;43;15;13;15;12;15
226540;F. Ayaz;180;73;64;71;75;57;58;70;30;49;57;58;34;59;51;70;63;50;52;66;77;73;83;56;78;54;50;56;46;58;49;23;62;60;48;65;27;35;37;7;7;12;8;7
241132;J. Candía;179;72;64;74;58;27;27;30;66;72;28;23;66;28;27;22;23;23;25;29;55;61;46;45;68;39;75;78;69;22;71;66;23;26;37;39;67;65;69;12;11;13;6;13
230125;A. Acosta;173;73;64;76;70;56;62;64;45;56;66;58;54;64;46;64;57;45;59;65;72;68;60;56;73;66;66;62;57;43;42;31;60;60;53;58;40;53;56;13;11;9;12;10
237293;Jhonnattann;165;65;64;64;84;58;60;68;25;49;60;58;47;62;45;66;65;61;54;63;91;79;83;58;91;66;44;68;44;56;38;20;61;60;47;54;18;29;21;6;9;8;10;12
241389;Y. Sari;166;65;64;76;71;57;57;70;28;42;65;60;39;57;52;72;47;52;52;60;72;70;77;72;87;63;57;56;37;44;32;30;59;55;57;48;22;27;34;11;9;6;10;11
222959;S. Moreo;191;75;64;67;70;62;45;55;22;67;23;66;74;59;49;51;35;38;40;56;66;74;70;59;45;63;64;58;77;53;55;26;63;48;61;55;15;12;14;13;7;10;13;10
226287;Deco;168;63;64;74;56;44;60;65;59;61;51;35;45;68;37;62;48;43;69;64;65;49;72;53;89;51;67;71;56;54;61;66;62;55;37;56;53;63;67;13;11;6;7;7
227823;G. Di Renzo;181;74;64;73;80;59;55;66;25;58;54;64;67;58;52;66;53;41;51;64;78;81;74;58;66;59;58;66;66;48;28;16;60;56;58;53;19;24;23;14;14;7;10;15
234735;A. Jovanović;192;85;64;69;66;62;63;65;22;64;14;8;10;22;6;7;11;10;15;16;22;22;41;57;28;21;30;27;69;8;20;8;6;30;14;32;6;10;10;66;62;63;64;65
238831;J. Fehr;176;70;64;76;83;54;55;72;15;52;64;57;22;63;43;73;41;45;57;68;84;83;89;47;83;57;71;71;48;53;33;20;46;38;39;55;14;11;12;6;8;12;7;8
213488;D. De Silva;170;60;64;77;70;58;58;68;31;55;47;59;27;63;59;70;59;45;59;65;74;66;76;48;79;52;62;70;55;65;36;30;55;64;50;62;32;36;20;7;9;8;15;10
219632;J. Manconi;180;72;64;70;72;56;61;66;25;58;63;58;60;64;41;65;56;31;55;68;73;71;73;53;70;53;66;56;61;54;52;31;65;67;67;59;15;21;20;12;12;11;8;9
231408;J. Leko;182;64;64;82;88;63;48;69;23;61;42;64;64;53;50;70;46;34;41;63;88;88;82;58;71;66;65;71;67;57;30;16;60;53;78;55;20;17;23;6;12;11;8;9
